MBFC Source Link,MBFC link,Source,Bias,Reporting,MBFS Source Link Base
http://www.archaeology.org/,https://mediabiasfactcheck.com/archaeology-magazine/,Archaeology Magazine,Pro-Science,Very High,archaeology.org
http://tucson.com/,https://mediabiasfactcheck.com/arizona-daily-star/,Arizona Daily Star,Left-Center,High,tucson.com
http://www.azcentral.com/,https://mediabiasfactcheck.com/arizona-republic/,Arizona Republic,Right-Center,High,azcentral.com
http://www.arkansasonline.com/,https://mediabiasfactcheck.com/arkansas-democrat-gazette/,Arkansas Democrat-Gazette,Right-Center,High,arkansasonline.com
https://www.armstrongeconomics.com,https://mediabiasfactcheck.com/armstrong-economics/,Armstrong Economics,Right-Center,High,armstrongeconomics.com
http://arstechnica.com/,https://mediabiasfactcheck.com/ars-technica/,Ars Technica,Pro-Science,High,arstechnica.com
http://english.aawsat.com/,https://mediabiasfactcheck.com/asharq-al-awsat/,Asharq Al-Awsat,Least,High,english.aawsat.com
http://www.citizen-times.com/,https://mediabiasfactcheck.com/asheville-citizen-times/,Asheville Citizen-Times,Left-Center,High,citizen-times.com
http://www.astronomy.com/,https://mediabiasfactcheck.com/astronomy-magazine/,Astronomy Magazine,Pro-Science,Very High,astronomy.com
http://atlantablackstar.com/,https://mediabiasfactcheck.com/atlanta-black-star/,Atlanta Black Star,Left-Center,High,atlantablackstar.com
http://www.ajc.com/,https://mediabiasfactcheck.com/atlanta-journal-constitution/,Atlanta Journal-Constitution,Left-Center,High,ajc.com
http://www.atlanticcouncil.org/,https://mediabiasfactcheck.com/atlantic-council/,Atlantic Council,Least,High,atlanticcouncil.org
http://www.atlanticmedia.com/,https://mediabiasfactcheck.com/atlantic-media/,Atlantic Media,Left-Center,High,atlanticmedia.com
http://www.attn.com/,https://mediabiasfactcheck.com/attn/,ATTN:,Left-Center,High,attn.com
http://www.statesman.com/,https://mediabiasfactcheck.com/austin-american-statesman/,Austin American-Statesman,Left-Center,High,statesman.com
http://www.skeptics.com.au/,https://mediabiasfactcheck.com/australian-skeptics-inc/,Australian Skeptics Inc.,Pro-Science,High,skeptics.com.au
http://autisticadvocacy.org/,https://mediabiasfactcheck.com/autistic-self-advocacy-network/,Autistic Self Advocacy Network,Pro-Science,Very High,autisticadvocacy.org
https://www.autostraddle.com/,https://mediabiasfactcheck.com/autostraddle/,AutoStraddle,Left,High,autostraddle.com
https://backchannel.com/,https://mediabiasfactcheck.com/backchannel/,BackChannel,Left-Center,Very High,backchannel.com
https://ballotpedia.org/Main_Page,https://mediabiasfactcheck.com/ballotpedia/,Ballotpedia,Least,Very High,ballotpedia.org
https://baptistnews.com/,https://mediabiasfactcheck.com/baptist-news-global/,Baptist News Global,Left-Center,High,baptistnews.com
http://www.ebar.com/,https://mediabiasfactcheck.com/bay-area-reporter/,Bay Area Reporter,Left,High,ebar.com
http://en.bbarta24.net/,https://mediabiasfactcheck.com/bbarta24/,Bbarta24,Least,High,en.bbarta24.net
http://bdnews24.com/,https://mediabiasfactcheck.com/bdnews24/,BDNews24,Least,High,bdnews24.com
http://www.bjreview.com/,https://mediabiasfactcheck.com/beijing-review/,Beijing Review,Left-Center,High,bjreview.com
https://www.themaven.net/beingliberal,https://mediabiasfactcheck.com/being-liberal/,Being Liberal,Left,High,themaven.net
https://beinglibertarian.com/,https://mediabiasfactcheck.com/being-libertarian/,Being Libertarian,Right,High,beinglibertarian.com
https://www.bellingcat.com/,https://mediabiasfactcheck.com/bellingcat/,Bellingcat,Least,High,bellingcat.com
http://bigthink.com/,https://mediabiasfactcheck.com/big-think/,Big Think,Least,Very High,bigthink.com
http://billmoyers.com/,https://mediabiasfactcheck.com/billmoyers-com/,BillMoyers.com,Left-Center,Very High,billmoyers.com
https://bipartisanpolicy.org,https://mediabiasfactcheck.com/bipartisan-policy-center/,Bipartisan Policy Center,Right-Center,High,bipartisanpolicy.org
https://bitchmedia.org/,https://mediabiasfactcheck.com/bitch-media/,Bitch Media,Left,High,bitchmedia.org
http://blackagendareport.com/,https://mediabiasfactcheck.com/black-agenda-report/,Black Agenda Report,Left,High,blackagendareport.com
http://bluelivesmatter.blue/,https://mediabiasfactcheck.com/blue-lives-matter/,Blue Lives Matter,Right,High,bluelivesmatter.blue
http://www.bluestemprairie.com/,https://mediabiasfactcheck.com/bluestem-prairie/,Bluestem Prairie,Left-Center,High,bluestemprairie.com
http://bnonews.com/,https://mediabiasfactcheck.com/bno-news/,BNO News,Least,High,bnonews.com
http://boingboing.net/,https://mediabiasfactcheck.com/boing-boing/,Boing Boing,Left,High,boingboing.net
http://bgr.com/,https://mediabiasfactcheck.com/boy-genius-report-bgr/,Boy Genius Report (BGR),Left-Center,High,bgr.com
http://breakingdefense.com/,https://mediabiasfactcheck.com/breaking-defense/,Breaking Defense,Right-Center,High,breakingdefense.com
https://thebreakthrough.org,https://mediabiasfactcheck.com/breakthrough-institute/,Breakthrough Institute,Right-Center,High,thebreakthrough.org
http://www.bridgemi.com,https://mediabiasfactcheck.com/bridge-magazine/,Bridge Magazine,Least,High,bridgemi.com
https://www.brookings.edu/,https://mediabiasfactcheck.com/brookings-institute/,Brookings Institute,Left-Center,Very High,brookings.edu
http://www.buffalonews.com/,https://mediabiasfactcheck.com/buffalo-news/,Buffalo News,Left-Center,High,buffalonews.com
http://thebulletin.org/,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,Bulletin of the Atomic Scientists,Least,Very High,thebulletin.org
http://www.bullshido.net/,https://mediabiasfactcheck.com/bullshido/,Bullshido,Least,High,bullshido.net
http://www.business2community.com/,https://mediabiasfactcheck.com/business-2-community/,Business 2 Community,Least,High,business2community.com
http://bust.com/,https://mediabiasfactcheck.com/bust-magazine/,Bust Magazine,Left,High,bust.com
https://www.bustle.com/,https://mediabiasfactcheck.com/bustle-magazine/,Bustle Magazine,Left-Center,High,bustle.com
http://www.c-span.org/,https://mediabiasfactcheck.com/c-span/,C-Span,Least,Very High,c-span.org
http://calgaryherald.com/,https://mediabiasfactcheck.com/calgary-herald/,Calgary Herald,Left-Center,High,calgaryherald.com
http://www.calgarysun.com/,https://mediabiasfactcheck.com/calgary-sun/,Calgary Sun,Right-Center,High,calgarysun.com
http://www.capoliticalreview.com/,https://mediabiasfactcheck.com/california-political-review/,California Political Review,Right-Center,High,capoliticalreview.com
https://canadiandimension.com/,https://mediabiasfactcheck.com/canadian-dimension/,Canadian Dimension,Left,High,canadiandimension.com
http://www.cjnews.com/,https://mediabiasfactcheck.com/canadian-jewish-news-cjn/,Canadian Jewish News (CJN),Right-Center,High,cjnews.com
http://www.taxpayer.com/,https://mediabiasfactcheck.com/canadian-taxpayers-federation/,Canadian Taxpayers Federation,Right-Center,High,taxpayer.com
https://capitolfax.com,https://mediabiasfactcheck.com/capitol-fax/,Capitol Fax,Least,High,capitolfax.com
http://www.carbonated.tv/,https://mediabiasfactcheck.com/carbonated-tv/,Carbonated TV,Left,High,carbonated.tv
https://www.caribbeanlifenews.com/,https://mediabiasfactcheck.com/caribbean-life-news/,Caribbean Life News,Left-Center,High,caribbeanlifenews.com
http://carnegieendowment.org/,https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,Carnegie Endowment for International Peace,Least,Very High,carnegieendowment.org
http://carolinapublicpress.org/,https://mediabiasfactcheck.com/carolina-public-press/,Carolina Public Press,Left-Center,High,carolinapublicpress.org
http://www.castanet.net/,https://mediabiasfactcheck.com/castanet/,Castanet,Least,High,castanet.net
http://www.cato.org/,https://mediabiasfactcheck.com/cato-institute/,Cato Institute,Right-Center,High,cato.org
http://www.cctv-america.com/,https://mediabiasfactcheck.com/cctv-america/,CCTV America,Left-Center,High,cctv-america.com
https://cdt.org,https://mediabiasfactcheck.com/center-democracy-technology/,Center for Democracy and Technology,Least,High,cdt.org
http://www.cnas.org/,https://mediabiasfactcheck.com/center-for-a-new-american-security/,Center for a New American Security,Least,High,cnas.org
https://c4ss.org/,https://mediabiasfactcheck.com/center-for-a-stateless-society/,Center for a Stateless Society,Right-Center,High,c4ss.org
http://c4ads.org/,https://mediabiasfactcheck.com/center-for-advanced-defense-studies/,Center for Advanced Defense Studies,Least,Very High,c4ads.org
https://www.americanprogress.org/,https://mediabiasfactcheck.com/center-for-american-progress/,Center for American Progress,Left,High,americanprogress.org
http://www.cgdev.org/,https://mediabiasfactcheck.com/center-for-global-development/,Center for Global Development,Least,Very High,cgdev.org
http://www.centerforinquiry.net/,https://mediabiasfactcheck.com/center-for-inquiry/,Center for Inquiry,Least,Very High,centerforinquiry.net
https://www.ciponline.org/,https://mediabiasfactcheck.com/center-for-international-policy/,Center for International Policy,Left-Center,Very High,ciponline.org
http://www.prwatch.org/cmd,https://mediabiasfactcheck.com/center-for-media-and-democracy/,Center for Media and Democracy (PR Watch),Left,High,prwatch.org
https://www.publicintegrity.org/,https://mediabiasfactcheck.com/center-for-public-integrity/,Center for Public Integrity,Least,Very High,publicintegrity.org
http://www.opensecrets.org/,https://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,Center for Responsive Politics (Open Secrets),Least,Very High,opensecrets.org
https://www.csis.org/,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,Center for Strategic and International Studies,Least,Very High,csis.org
http://cftni.org/,https://mediabiasfactcheck.com/center-for-the-national-interest/,Center for the National Interest,Right-Center,High,cftni.org
http://populardemocracy.org/,https://mediabiasfactcheck.com/center-popular-democracy/,Center for Popular Democracy,Left-Center,High,populardemocracy.org
https://www.cdc.gov/,https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/,Centers for Disease Control and Prevention (CDC),Pro-Science,Very High,cdc.gov
https://www.change.org/,https://mediabiasfactcheck.com/change-org/,Change.org,Left,High,change.org
http://www.charlotteobserver.com/,https://mediabiasfactcheck.com/charlotte-observer/,Charlotte Observer,Left-Center,High,charlotteobserver.com
http://checkyourfact.com/,https://mediabiasfactcheck.com/check-your-fact/,Check Your Fact,Right-Center,High,checkyourfact.com
http://www.chicagoreader.com/,https://mediabiasfactcheck.com/chicago-reader/,Chicago Reader,Left,High,chicagoreader.com
http://chicago.suntimes.com/,https://mediabiasfactcheck.com/chicago-sun-times/,Chicago Sun Times,Left-Center,High,chicago.suntimes.com
http://www.chinadaily.com.cn/,https://mediabiasfactcheck.com/china-daily/,China Daily,Least,High,chinadaily.com.cn
http://www.csmonitor.com/,https://mediabiasfactcheck.com/christian-science-monitor/,Christian Science Monitor,Least,High,csmonitor.com
http://www.christianitytoday.com/,https://mediabiasfactcheck.com/christianity-today/,Christianity Today,Right-Center,High,christianitytoday.com
http://www.chroniclesofdemocracy.com/,https://mediabiasfactcheck.com/chronicles-of-democracy/,Chronicles of Democracy,Left,High,chroniclesofdemocracy.com
http://circa.com/,https://mediabiasfactcheck.com/circa-news/,Circa News,Right-Center,High,circa.com
https://citizencritics.org,https://mediabiasfactcheck.com/citizen-critics/,Citizen Critics,Left,High,citizencritics.org
http://ctj.org/,https://mediabiasfactcheck.com/citizens-for-tax-justice/,Citizens for Tax Justice,Left-Center,High,ctj.org
https://www.citizensforethics.org,https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,Citizens for Responsibility and Ethics in Washington (CREW),Left-Center,High,citizensforethics.org
http://www.city-journal.org/,https://mediabiasfactcheck.com/city-journal/,City Journal,Right,High,city-journal.org
https://cleantechnica.com/,https://mediabiasfactcheck.com/clean-technica/,Clean Technica,Left-Center,Very High,cleantechnica.com
http://climateactiontracker.org/,https://mediabiasfactcheck.com/climate-action-tracker/,Climate Action Tracker,Pro-Science,Very High,climateactiontracker.org
http://www.climatecentral.org/,https://mediabiasfactcheck.com/climate-central/,Climate Central,Pro-Science,Very High,climatecentral.org
http://climatefeedback.org/,https://mediabiasfactcheck.com/climate-feedback/,Climate Feedback,Pro-Science,Very High,climatefeedback.org
https://www.cnet.com/,https://mediabiasfactcheck.com/cnet/,CNET,Pro-Science,High,cnet.com
http://www.cochrane.org/,https://mediabiasfactcheck.com/cochrane/,Cochrane,Pro-Science,Very High,cochrane.org
http://gazette.com/,https://mediabiasfactcheck.com/colorado-springs-gazette/,Colorado Springs Gazette,Right-Center,High,gazette.com
http://www.columbiadailyherald.com/,https://mediabiasfactcheck.com/columbia-daily-herald/,Columbia Daily Herald,Right-Center,High,columbiadailyherald.com
http://www.cjr.org/,https://mediabiasfactcheck.com/columbia-journalism-review/,Columbia Journalism Review,Left-Center,High,cjr.org
http://www.dispatch.com/,https://mediabiasfactcheck.com/columbus-dispatch/,Columbus Dispatch,Right-Center,High,dispatch.com
https://www.commentarymagazine.com/,https://mediabiasfactcheck.com/commentary-magazine/,Commentary Magazine,Right,High,commentarymagazine.com
http://crfb.org/,https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,Committee for a Responsible Federal Budget,Least,Very High,crfb.org
https://www.ced.org/,https://mediabiasfactcheck.com/committee-for-economic-development/,Committee for Economic Development,Least,High,ced.org
http://www.csicop.org/,https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/,Committee for Skeptical Inquiry,Pro-Science,Very High,csicop.org
https://investigaterussia.org,https://mediabiasfactcheck.com/committee-investigate-russia/,Committee to Investigate Russia,Left-Center,High,investigaterussia.org
https://www.cpj.org/,https://mediabiasfactcheck.com/committee-to-protect-journalists/,Committee to Protect Journalists,Least,Very High,cpj.org
http://www.commoncause.org,https://mediabiasfactcheck.com/common-cause/,Common Cause,Left-Center,High,commoncause.org
http://www.commondreams.org/,https://mediabiasfactcheck.com/common-dreams/,Common Dreams,Left,High,commondreams.org
https://www.commonwealmagazine.org,https://mediabiasfactcheck.com/commonweal-magazine/,Commonweal Magazine,Left-Center,High,commonwealmagazine.org
http://www.commonwealthfund.org/,https://mediabiasfactcheck.com/commonwealth-fund/,Commonwealth Fund,Left-Center,High,commonwealthfund.org
http://www.commdiginews.com/,https://mediabiasfactcheck.com/communities-digital-news/,Communities Digital News,Right-Center,High,commdiginews.com
https://cei.org/,https://mediabiasfactcheck.com/competitive-enterprise-institute/,Competitive Enterprise Institute,Right-Center,High,cei.org
http://www.conflict-news.com/,https://mediabiasfactcheck.com/conflict-news/,Conflict News,Least,High,conflict-news.com
https://www.congress.gov/,https://mediabiasfactcheck.com/congress-gov/,Congress.gov,Least,Very High,congress.gov
https://www.cbo.gov/,https://mediabiasfactcheck.com/congressional-budget-office-cbo/,Congressional Budget Office (CBO),Least,Very High,cbo.gov
http://www.anthropocenemagazine.org/,https://mediabiasfactcheck.com/conservation-magazine/,Anthropocene Magazine,Least,Very High,anthropocenemagazine.org
https://www.conservativeinstitute.org,https://mediabiasfactcheck.com/conservative-institute/,Conservative Institute,Right,High,conservativeinstitute.org
https://consortiumnews.com/,https://mediabiasfactcheck.com/consortium-news/,Consortium News,Least,High,consortiumnews.com
http://www.constitutionproject.org/,https://mediabiasfactcheck.com/constitution-project/,Constitution Project,Least,High,constitutionproject.org
https://www.consumerreports.org,https://mediabiasfactcheck.com/consumer-reports/,Consumer Reports,Least,High,consumerreports.org
https://consumerist.com/,https://mediabiasfactcheck.com/consumerist/,Consumerist,Least,High,consumerist.com
https://www.consumerlab.com/,https://mediabiasfactcheck.com/consumerlab-com/,ConsumerLab.com,Pro-Science,High,consumerlab.com
http://contrailscience.com/,https://mediabiasfactcheck.com/contrail-science/,Contrail Science,Pro-Science,Very High,contrailscience.com
http://cookpolitical.com/,https://mediabiasfactcheck.com/cook-political-report/,Cook Political Report,Least,High,cookpolitical.com
http://www.cosmopolitan.com/,https://mediabiasfactcheck.com/cosmopolitan/,Cosmopolitan,Left,High,cosmopolitan.com
https://cosmosmagazine.com/,https://mediabiasfactcheck.com/cosmos-magazine/,Cosmos Magazine,Pro-Science,High,cosmosmagazine.com
http://www.councilforthenationalinterest.org/,https://mediabiasfactcheck.com/council-for-the-national-interest/,Council for the National Interest,Left-Center,High,councilforthenationalinterest.org
http://www.cfr.org/,https://mediabiasfactcheck.com/council-on-foreign-relations/,Council on Foreign Relations,Right-Center,High,cfr.org
http://blog.countable.us/,https://mediabiasfactcheck.com/countable-news/,Countable News,Least,High,blog.countable.us
http://www.countercurrents.org/,https://mediabiasfactcheck.com/countercurrents-org/,CounterCurrents.org,Left,High,countercurrents.org
http://www.counterpunch.org/,https://mediabiasfactcheck.com/counterpunch/,CounterPunch,Left,High,counterpunch.org
https://www.courthousenews.com,https://mediabiasfactcheck.com/courthouse-news-service/,Courthouse News Service,Least,High,courthousenews.com
http://credoaction.com/,https://mediabiasfactcheck.com/credo-action/,Credo Action,Left-Center,High,credoaction.com
https://crimeola.com,https://mediabiasfactcheck.com/crimeola/,Crimeola,Least,High,crimeola.com
https://crimethinc.com/,https://mediabiasfactcheck.com/crimethinc/,CrimethInc,Left,High,crimethinc.com
https://crooked.com/,https://mediabiasfactcheck.com/crooked-media/,Crooked Media,Left,High,crooked.com
http://crosscut.com/,https://mediabiasfactcheck.com/crosscut-com/,Crosscut.com,Left-Center,High,crosscut.com
http://www.cscmediagroupus.com/,https://mediabiasfactcheck.com/csc-mediagroup-usa/,CSC Mediagroup USA,Right,High,cscmediagroupus.com
http://www.ctvnews.ca/,https://mediabiasfactcheck.com/ctv-news/,CTV News,Left-Center,High,ctvnews.ca
https://www.currentaffairs.org/,https://mediabiasfactcheck.com/current-affairs-magazine/,Current Affairs Magazine,Left,High,currentaffairs.org
http://www.curvemag.com,https://mediabiasfactcheck.com/curve-magazine/,Curve Magazine,Left,High,curvemag.com
http://www.dailybusinessreview.com/,https://mediabiasfactcheck.com/daily-business-review/,Daily Business Review,Least,High,dailybusinessreview.com
http://www.dailydot.com/,https://mediabiasfactcheck.com/daily-dot/,Daily Dot,Left,High,dailydot.com
http://dailyhive.com/,https://mediabiasfactcheck.com/daily-hive/,Daily Hive,Left-Center,High,dailyhive.com
http://www.dailyrecord.com/,https://mediabiasfactcheck.com/daily-record/,Daily Record,Least,High,dailyrecord.com
http://www.telegraph.co.uk/,https://mediabiasfactcheck.com/daily-telegraph/,Daily Telegraph,Right-Center,High,telegraph.co.uk
http://www.dallasnews.com/,https://mediabiasfactcheck.com/dallas-morning-news/,Dallas Morning News,Right-Center,High,dallasnews.com
http://www.dallasvoice.com/,https://mediabiasfactcheck.com/dallas-voice/,Dallas Voice,Left,High,dallasvoice.com
http://deadstate.org/,https://mediabiasfactcheck.com/dead-state/,Dead State,Left,High,deadstate.org
http://deadline.com/,https://mediabiasfactcheck.com/deadline-hollywood/,Deadline Hollywood,Left-Center,High,deadline.com
https://deadspin.com/,https://mediabiasfactcheck.com/deadspin/,Deadspin,Left,High,deadspin.com
http://www.deathandtaxesmag.com/,https://mediabiasfactcheck.com/deathandtaxes/,DeathandTaxes,Left,High,deathandtaxesmag.com
http://debatepost.com/,https://mediabiasfactcheck.com/debate-post/,Debate Post,Right,High,debatepost.com
https://www.defconwarningsystem.com,https://mediabiasfactcheck.com/defcon-warning-system/,The Defcon Warning System,Least,High,defconwarningsystem.com
http://www.defenseone.com/,https://mediabiasfactcheck.com/defense-one/,Defense One,Least,High,defenseone.com
http://www.delawareonline.com/,https://mediabiasfactcheck.com/delaware-online-news-journal/,Delaware Online The News Journal,Left-Center,High,delawareonline.com
http://www.democracy21.org/,https://mediabiasfactcheck.com/democracy-21/,Democracy 21,Left-Center,High,democracy21.org
https://democracychronicles.org,https://mediabiasfactcheck.com/democracy-chronicles/,Democracy Chronicles,Left,High,democracychronicles.org
http://www.democracynow.org/,https://mediabiasfactcheck.com/democracy-now/,Democracy Now,Left,High,democracynow.org
http://www.democratandchronicle.com/,https://mediabiasfactcheck.com/democrat-and-chronicle/,Democrat and Chronicle,Left-Center,High,democratandchronicle.com
http://www.demos.org,https://mediabiasfactcheck.com/demos/,Demos,Left-Center,High,demos.org
http://www.denverpost.com/,https://mediabiasfactcheck.com/denver-post/,Denver Post,Left-Center,High,denverpost.com
http://www.deseretnews.com/,https://mediabiasfactcheck.com/deseret-news/,Deseret News,Right-Center,High,deseretnews.com
http://www.desertsun.com/,https://mediabiasfactcheck.com/desert-sun/,Desert Sun,Right-Center,High,desertsun.com
https://www.desmogblog.com/,https://mediabiasfactcheck.com/desmog/,DeSmog,Left,High,desmogblog.com
http://www.freep.com/,https://mediabiasfactcheck.com/detroit-free-press/,Detroit Free Press,Left-Center,High,freep.com
http://www.detroitnews.com/,https://mediabiasfactcheck.com/detroit-news/,Detroit News,Right-Center,High,detroitnews.com
http://www.zeit.de/english/index,https://mediabiasfactcheck.com/die-zeit/,Die Zeit,Left-Center,High,zeit.de
http://www.differencebetween.net,https://mediabiasfactcheck.com/differencebetween-net/,DifferenceBetween.net,Least,Very High,differencebetween.net
http://digg.com/,https://mediabiasfactcheck.com/digg/,Digg,Left-Center,High,digg.com
http://discovermagazine.com/,https://mediabiasfactcheck.com/discover-magazine/,Discover Magazine,Pro-Science,High,discovermagazine.com
https://www.dissentmagazine.org/,https://mediabiasfactcheck.com/dissent-magazine/,Dissent Magazine,Left,High,dissentmagazine.org
http://www.diversityinc.com,https://mediabiasfactcheck.com/diversityinc/,DiversityInc,Left-Center,High,diversityinc.com
http://www.doctorswithoutborders.org,https://mediabiasfactcheck.com/doctors-without-borders/,Doctors Without Borders,Least,High,doctorswithoutborders.org
http://doubtfulnews.com/,https://mediabiasfactcheck.com/doubtful-news/,Doubtful News,Pro-Science,Very High,doubtfulnews.com
https://www.downsizinggovernment.org,https://mediabiasfactcheck.com/downsizing-the-federal-government/,Downsizing the Federal Government,Right-Center,High,downsizinggovernment.org
http://www.dpa-international.com/,https://mediabiasfactcheck.com/dpa-german-press-agency/,DPA German Press Agency,Least,High,dpa-international.com
http://www.dutchdailynews.com/,https://mediabiasfactcheck.com/dutch-daily-news/,Dutch Daily News,Left-Center,High,dutchdailynews.com
http://www.dw.com/en/top-stories/s-9097,https://mediabiasfactcheck.com/dw-news/,DW News,Left-Center,High,dw.com
http://earth.columbia.edu/sections/view/9,https://mediabiasfactcheck.com/earth-institute/,Earth Institute,Least,High,earth.columbia.edu
https://www.earthmagazine.org/,https://mediabiasfactcheck.com/earth-magazine/,Earth Magazine,Pro-Science,Very High,earthmagazine.org
http://earthsky.org/,https://mediabiasfactcheck.com/earth-sky/,Earth & Sky,Pro-Science,High,earthsky.org
https://earthjustice.org,https://mediabiasfactcheck.com/earthjustice/,EarthJustice,Left-Center,High,earthjustice.org
http://www.eastbaytimes.com/,https://mediabiasfactcheck.com/east-bay-times/,East Bay Times,Left-Center,High,eastbaytimes.com
http://www.epi.org/,https://mediabiasfactcheck.com/economic-policy-institute/,Economic Policy Institute,Left-Center,High,epi.org
http://www.economicpolicyjournal.com,https://mediabiasfactcheck.com/economicpolicyjournal-com/,EconomicPolicyJournal.com,Right,High,economicpolicyjournal.com
https://www.economicshelp.org,https://mediabiasfactcheck.com/economics-help/,Economics.Help,Left-Center,High,economicshelp.org
https://www.edge.org/,https://mediabiasfactcheck.com/edge-foundation/,Edge Foundation,Pro-Science,Very High,edge.org
http://edmontonjournal.com/,https://mediabiasfactcheck.com/edmonton-journal/,Edmonton Journal,Left-Center,High,edmontonjournal.com
http://www.edmontonsun.com/,https://mediabiasfactcheck.com/edmonton-sun/,Edmonton Sun,Right-Center,High,edmontonsun.com
https://egbertowillies.com/,https://mediabiasfactcheck.com/egbertowillies/,EgbertoWillies,Left,High,egbertowillies.com
http://www.ejinsight.com/,https://mediabiasfactcheck.com/ej-insight-eji/,EJ Insight (EJI),Least,High,ejinsight.com
http://elpais.com/elpais/inenglish.html,https://mediabiasfactcheck.com/el-pais/,El Pais,Left-Center,High,elpais.com
http://www.elpasotimes.com/,https://mediabiasfactcheck.com/el-paso-times/,El Paso Times,Left-Center,High,elpasotimes.com
https://www.electoral-vote.com,https://mediabiasfactcheck.com/electoral-vote-com/,Electoral-Vote.com,Left,High,electoral-vote.com
https://www.eff.org/,https://mediabiasfactcheck.com/electronic-frontier-foundation/,Electronic Frontier Foundation,Left-Center,High,eff.org
https://electronicintifada.net/,https://mediabiasfactcheck.com/electronic-intifada/,Electronic Intifada,Left,High,electronicintifada.net
http://elisabethparker.com/,https://mediabiasfactcheck.com/elisabeth-parker/,Elisabeth Parker,Left,High,elisabethparker.com
http://www.emirates247.com/,https://mediabiasfactcheck.com/emirates-247/,Emirates 24/7,Left-Center,High,emirates247.com
https://www.emptywheel.net/,https://mediabiasfactcheck.com/empty-wheel/,Empty Wheel,Left-Center,High,emptywheel.net
https://www.britannica.com/,https://mediabiasfactcheck.com/encyclopedia-britannica/,Encyclopedia Britannica,Pro-Science,High,britannica.com
https://www.engadget.com/,https://mediabiasfactcheck.com/engadget/,Engadget,Left-Center,High,engadget.com
http://www.esquire.com/,https://mediabiasfactcheck.com/esquire-magazine/,Esquire Magazine,Left,High,esquire.com
https://eppc.org/,https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/,Ethics and Public Policy Center (EPPC),Right-Center,High,eppc.org
https://euobserver.com/,https://mediabiasfactcheck.com/eu-observer/,EU Observer,Left-Center,High,euobserver.com
http://www.eurasiagroup.net/,https://mediabiasfactcheck.com/eurasia-group/,Eurasia Group,Least,High,eurasiagroup.net
http://www.eurasiareview.com,https://mediabiasfactcheck.com/eurasia-review/,Eurasia Review,Least,High,eurasiareview.com
http://www.euronews.com/,https://mediabiasfactcheck.com/euronews/,Euronews,Least,High,euronews.com
https://www.everycrsreport.com/,https://mediabiasfactcheck.com/every-crs-report/,Every CRS Report,Least,Very High,everycrsreport.com
http://everydayfeminism.com/,https://mediabiasfactcheck.com/everyday-feminism/,Everyday Feminism,Left,High,everydayfeminism.com
http://evonomics.com/,https://mediabiasfactcheck.com/evonomics/,Evonomics,Left,High,evonomics.com
https://examine.com,https://mediabiasfactcheck.com/examine-com/,Examine.com,Pro-Science,High,examine.com
https://www.exposingtruth.com/,https://mediabiasfactcheck.com/exposing-the-truth/,Exposing the Truth,Left-Center,High,exposingtruth.com
http://factbox.tv/,https://mediabiasfactcheck.com/factbox-tv/,Factbox.TV,Left-Center,High,factbox.tv
http://factmyth.com/,https://mediabiasfactcheck.com/factmyth/,Fact / Myth,Left-Center,High,factmyth.com
http://factscan.ca/,https://mediabiasfactcheck.com/factscan/,FactsCan,Least,Very High,factscan.ca
https://www.fairobserver.com,https://mediabiasfactcheck.com/fair-observer/,Fair Observer,Least,High,fairobserver.com
http://www.fairvote.org/,https://mediabiasfactcheck.com/fairvote/,FairVote,Left-Center,High,fairvote.org
https://www.fastcompany.com/,https://mediabiasfactcheck.com/fast-company-magazine/,Fast Company Magazine,Left-Center,High,fastcompany.com
http://www.federaltimes.com/,https://mediabiasfactcheck.com/federal-times/,Federal Times,Least,High,federaltimes.com
https://fas.org/,https://mediabiasfactcheck.com/federation-of-american-scientists-fas/,Federation of American Scientists (FAS),Pro-Science,Very High,fas.org
https://feministfrequency.com/,https://mediabiasfactcheck.com/feminist-frequency/,Feminist Frequency,Left-Center,High,feministfrequency.com
https://www.fifthestate.org/,https://mediabiasfactcheck.com/fifth-estate/,Fifth Estate,Left,High,fifthestate.org
https://www.fightforthefuture.org,https://mediabiasfactcheck.com/fight-for-the-future/,Fight for the Future,Left-Center,High,fightforthefuture.org
http://filmingcops.com/,https://mediabiasfactcheck.com/filming-cops/,Filming Cops,Left,High,filmingcops.com
http://www.financialexpress.com/,https://mediabiasfactcheck.com/financial-express/,Financial Express,Least,High,financialexpress.com
http://www.financialpost.com/,https://mediabiasfactcheck.com/financial-post/,Financial Post,Right-Center,High,financialpost.com
https://www.ft.com/,https://mediabiasfactcheck.com/financial-times/,Financial Times,Least,High,ft.com
https://firstdraftnews.org/,https://mediabiasfactcheck.com/first-draft-news/,First Draft News,Least,High,firstdraftnews.org
http://www.firstpost.com/,https://mediabiasfactcheck.com/first-post/,First Post,Left,High,firstpost.com
